"","season","name","team","school","jersey","position","offensive_snaps","offensive_grade","defensive_snaps","defensive_grade","st_snaps","st_grade"
"6866",2020,"Kwame Sutton","austin-peay-governors","AUSTINPEAY","D09","ED",NA,NA,110,63.5,9,60
"6867",2020,"Logan Jessup","central-arkansas-bears","CENT ARK","D91","ED",NA,NA,70,69.1,18,62.1
"6868",2020,"Jordan Branch","middle-tennessee-blue-raiders","MIDDLE TN","D99","DI",NA,NA,332,56.1,46,59.8
"6869",2020,"D.J. Jackson","louisiana-tech-bulldogs","LA TECH","D90","DI",NA,NA,10,51.5,2,59.7
"6870",2020,"Godey Coleus","missouri-state-bears","MO STATE","D92","DI",NA,NA,18,69.6,3,59.9
"6871",2020,"Arian Bhat","missouri-state-bears","MO STATE","D98","DI",NA,NA,19,39.9,NA,NA
"6872",2020,"Quent Titre","abilene-christian-wildcats","ABILENE CH","D92","DI",NA,NA,147,57.3,14,57.7
"6873",2020,"Chris Spence","louisiana-tech-bulldogs","LA TECH","D50","DI",NA,NA,13,54.6,1,59.8
"6874",2020,"Alejandro Ramirez","central-arkansas-bears","CENT ARK","D99","DI",NA,NA,10,36.5,16,63
"6875",2020,"Jon Ferguson","georgia-southern-eagles","GA SOUTHRN","D34","LB",NA,NA,53,70.1,33,57
"6876",2020,"Joshua James","abilene-christian-wildcats","ABILENE CH","D32","LB",NA,NA,5,69.1,9,63.1
"6877",2020,"DJ Bullard","mercer-bears","MERCER","D43","ED",NA,NA,11,69.5,NA,NA
"6878",2020,"Brandon Lopes","austin-peay-governors","AUSTINPEAY","D32","LB",NA,NA,45,44.1,40,58.6
"6879",2020,"Ben Norman","abilene-christian-wildcats","ABILENE CH","D35","LB",NA,NA,15,82.2,13,60.6
"6880",2020,"Nick Hampton","appalachian-state-mountaineers","APP STATE","D31","ED",NA,NA,288,68.8,21,62.1
"6881",2020,"Jordan Mitchell","appalachian-state-mountaineers","APP STATE","D33","LB",NA,NA,17,72.1,77,51.3
"6882",2020,"Tanner Ellenberger","appalachian-state-mountaineers","APP STATE","D37","ED",NA,NA,19,44.8,10,61.8
"6883",2020,"Trey Cobb","appalachian-state-mountaineers","APP STATE","D07","LB",NA,NA,531,50.2,47,66.6
"6884",2020,"Tyler Bird","appalachian-state-mountaineers","APP STATE","D51","LB",NA,NA,115,71.4,171,68
"6885",2020,"Issaiah Johnson","arizona-wildcats","ARIZONA","D45","ED",NA,NA,157,76.9,15,59.5
"6886",2020,"Parker Henley","arizona-wildcats","ARIZONA","D48","LB",NA,NA,156,49.6,31,57.9
"6887",2020,"Merlin Robertson","arizona-state-sun-devils","ARIZONA ST","D08","LB",NA,NA,128,66.3,10,60.6
"6888",2020,"Darien Butler","arizona-state-sun-devils","ARIZONA ST","D20","LB",NA,NA,111,55.1,11,60.8
"6889",2020,"Andrew Parker","arkansas-razorbacks","ARKANSAS","D28","LB",NA,NA,107,54,111,60
"6890",2020,"Bumper Pool","arkansas-razorbacks","ARKANSAS","D10","LB",NA,NA,594,37.1,61,53.7
"6891",2020,"Zakoby McClain","auburn-tigers","AUBURN","D09","LB",NA,NA,490,58,80,49.7
"6892",2020,"Jackson Kaufusi","byu-cougars","BYU","D38","LB",NA,NA,87,63.2,52,63.3
"6893",2020,"Payton Wilgar","byu-cougars","BYU","D49","LB",NA,NA,469,69.5,44,64.2
"6894",2020,"Cincir Evans","memphis-tigers","MEMPHIS","D56","LB",NA,NA,7,67.8,3,60.7
"6895",2020,"Teddy Gallagher","coastal-carolina-chanticleers","COAST CAR","D34","LB",NA,NA,575,61.1,45,60.8
"6896",2020,"Jamar Darboe","coastal-carolina-chanticleers","COAST CAR","D25","LB",NA,NA,14,49.3,7,61.8
"6897",2020,"Andrew Chatfield Jr.","florida-gators","FLORIDA","D10","ED",NA,NA,121,63.7,63,60.5
"6898",2020,"Rocky Jacques-Louis","florida-international-golden-panthers","FIU","D45","LB",NA,NA,79,51,14,47.3
"6899",2020,"Sherwin King Jr.","fresno-state-bulldogs","FRESNO ST","D31","LB",NA,NA,145,39.1,40,88.6
"6900",2020,"Rian Fields","fresno-state-bulldogs","FRESNO ST","D16","LB",NA,NA,1,60.5,1,60
"6901",2020,"Khalan Tolson","illinois-fighting-illini","ILLINOIS","D45","LB",NA,NA,311,64.4,27,61.9
"6902",2020,"Jacob Hollins","fresno-state-bulldogs","FRESNO ST","D03","LB",NA,NA,159,61.6,11,60.3
"6903",2020,"James Miller","indiana-hoosiers","INDIANA","D08","LB",NA,NA,180,43.9,35,69.2
"6904",2020,"Cam Jones","indiana-hoosiers","INDIANA","D04","LB",NA,NA,318,60.2,84,56.1
"6905",2020,"Aaron Casey","indiana-hoosiers","INDIANA","D46","LB",NA,NA,134,35,72,58.6
"6906",2020,"Micah McFadden","indiana-hoosiers","INDIANA","D47","LB",NA,NA,371,85,90,60.4
"6907",2020,"Joe Evans","iowa-hawkeyes","IOWA","D13","ED",NA,NA,177,60.4,25,63.3
"6908",2020,"Mike Timm","iowa-hawkeyes","IOWA","D36","LB",NA,NA,22,69.1,83,74.9
"6909",2020,"Jayden McDonald","troy-trojans","TROY","D10","LB",NA,NA,419,61.5,40,71.5
"6910",2020,"Dillon Doyle","baylor-bears","BAYLOR","D44","LB",NA,NA,535,69.2,90,61.6
"6911",2020,"Seth Benson","iowa-hawkeyes","IOWA","D44","LB",NA,NA,282,62.3,36,46.4
"6912",2020,"Logan Klemp","iowa-hawkeyes","IOWA","D46","ED",NA,NA,5,40.4,3,60.4
"6913",2020,"Jackson High","kentucky-wildcats","KENTUCKY","D40","LB",NA,NA,1,60.1,10,54.7
"6914",2020,"DeAndre Square","kentucky-wildcats","KENTUCKY","D22","LB",NA,NA,532,53.2,51,65
"6915",2020,"Tyren Dupree","liberty-flames","LIBERTY","D35","LB",NA,NA,198,69.5,59,55.9
"6916",2020,"Lorenzo McCaskill","louisiana-ragin-cajuns","LA LAFAYET","D02","LB",NA,NA,420,49,34,67.2
"6917",2020,"Kris Moncrief","louisiana-ragin-cajuns","LA LAFAYET","D06","LB",NA,NA,223,55,61,71.5
"6918",2020,"Andre Riley","louisiana-ragin-cajuns","LA LAFAYET","D95","ED",NA,NA,194,72.8,25,65.5
"6919",2020,"Micah Baskerville","lsu-tigers","LSU","D23","LB",NA,NA,316,47.8,68,63.7
"6920",2020,"Damone Clark","lsu-tigers","LSU","D18","LB",NA,NA,334,49.9,90,63.8
"6921",2020,"Breon Hayward","utep-miners","UTEP","D17","LB",NA,NA,12,59.1,99,90.3
"6922",2020,"Jordan Mosley","maryland-terrapins","MARYLAND","D18","S",NA,NA,292,66.3,47,59.5
"6923",2020,"Ahmad McCullough","maryland-terrapins","MARYLAND","D19","ED",NA,NA,141,55.4,71,52
"6924",2020,"Durell Nchami","maryland-terrapins","MARYLAND","D30","ED",NA,NA,40,61.3,2,60
"6925",2020,"Chance Campbell","maryland-terrapins","MARYLAND","D44","LB",NA,NA,257,74.5,30,61.1
"6926",2020,"Cameron McGrone","michigan-wolverines","MICHIGAN","D44","LB",NA,NA,276,58.9,20,60.2
"6927",2020,"Chase Kline","michigan-state-spartans","MICH STATE","D21","LB",NA,NA,200,56.8,75,84.3
"6928",2020,"Mariano Sori-Marin","minnesota-golden-gophers","MINNESOTA","D55","LB",NA,NA,278,38.7,66,57.4
"6929",2020,"Jacquez Jones","mississippi-rebels","OLE MISS","D32","LB",NA,NA,299,53.8,58,62.6
"6930",2020,"Nathaniel Watson","mississippi-state-bulldogs","MISS STATE","D14","LB",NA,NA,232,54.5,116,68.9
"6931",2020,"Aaron Brule","mississippi-state-bulldogs","MISS STATE","D03","LB",NA,NA,506,60.3,75,56.7
"6932",2020,"Jett Johnson","mississippi-state-bulldogs","MISS STATE","D44","LB",NA,NA,12,50,10,60.9
"6933",2020,"Chad Bailey","missouri-tigers","MISSOURI","D33","LB",NA,NA,73,35.8,64,56.7
"6934",2020,"Josiah Bradley","nevada-wolf-pack","NEVADA","D34","LB",NA,NA,37,68.3,35,69.3
"6935",2020,"Jack Powers","nevada-wolf-pack","NEVADA","D23","ED",NA,NA,34,59.5,95,64.8
"6936",2020,"Dylan Horton","tcu-horned-frogs","TCU","D98","ED",NA,NA,90,59.1,51,65.9
"6937",2020,"KD Davis","north-texas-mean-green","N TEXAS","D23","LB",NA,NA,431,74.4,41,61.3
"6938",2020,"Larry Nixon III","north-texas-mean-green","N TEXAS","D30","LB",NA,NA,478,61.7,77,62.5
"6939",2020,"Jaylen Rivers","northwestern-wildcats","NWESTERN","D31","LB",NA,NA,12,58.1,25,67.4
"6940",2020,"Grayson Mann","northwestern-wildcats","NWESTERN","D41","ED",NA,NA,28,44.7,3,60.5
"6941",2020,"Khalid Jones","northwestern-wildcats","NWESTERN","D44","LB",NA,NA,7,57.1,5,62.7
"6942",2020,"Ovie Oghoufo","notre-dame-fighting-irish","NOTRE DAME","D29","ED",NA,NA,127,57.9,26,63.9
"6943",2020,"Jack Lamb","notre-dame-fighting-irish","NOTRE DAME","D31","LB",NA,NA,37,73.9,183,83.7
"6944",2020,"Teradja Mitchell","ohio-state-buckeyes","OHIO STATE","D03","LB",NA,NA,79,59.9,45,63.5
"6945",2020,"K'Vaughan Pope","ohio-state-buckeyes","OHIO STATE","D36","LB",NA,NA,16,68.9,26,64.4
"6946",2020,"John McCartan","oregon-state-beavers","OREGON ST","D06","ED",NA,NA,64,46.9,62,62.7
"6947",2020,"Isaiah Tufaga","hawaii-warriors","HAWAII","D17","LB",NA,NA,224,51.3,91,56.3
"6948",2020,"Jesse Luketa","penn-state-nittany-lions","PENN STATE","D40","LB",NA,NA,326,50.6,62,62.6
"6949",2020,"Charlie Katshir","penn-state-nittany-lions","PENN STATE","D45","LB",NA,NA,25,61.6,24,64.5
"6950",2020,"Jaylan Alexander","purdue-boilermakers","PURDUE","D36","LB",NA,NA,407,62.4,14,62.5
"6951",2020,"Deion Jennings","rutgers-scarlet-knights","RUTGERS","D17","LB",NA,NA,111,51,96,58.4
"6952",2020,"Chike Nwankwo","abilene-christian-wildcats","ABILENE CH","D09","LB",NA,NA,67,53.1,34,66.1
"6953",2020,"Viliami Fehoko","san-jose-state-spartans","S JOSE ST","D42","ED",NA,NA,250,81.6,14,62.9
"6954",2020,"Kyle Harmon","san-jose-state-spartans","S JOSE ST","D45","LB",NA,NA,322,75.8,18,62.5
"6955",2020,"Christian Webb","san-jose-state-spartans","S JOSE ST","D46","LB",NA,NA,62,74.1,83,66
"6956",2020,"Roy Yancey","south-alabama-jaguars","S ALABAMA","D14","LB",NA,NA,47,34,14,70.4
"6957",2020,"Jamall Hickbottom","south-alabama-jaguars","S ALABAMA","D50","ED",NA,NA,85,49.3,4,59.3
"6958",2020,"Noah Vincent","south-carolina-gamecocks","S CAROLINA","D40","LB",NA,NA,38,57.2,NA,NA
"6959",2020,"Ernest Jones","south-carolina-gamecocks","S CAROLINA","D53","LB",NA,NA,562,67.5,90,60.9
"6960",2020,"Hayes Maples","southern-miss-golden-eagles","SO MISS","D32","LB",NA,NA,510,68.6,89,60.5
"6961",2020,"Kirkland Joseph","stephen-f-austin-lumberjacks","STF AUSTIN","D33","LB",NA,NA,5,45.7,14,56.4
"6962",2020,"DaRyan Williams","stephen-f-austin-lumberjacks","STF AUSTIN","D39","LB",NA,NA,206,54.2,33,62
"6963",2020,"Brian Johnson","tulsa-golden-hurricane","TULSA","D08","LB",NA,NA,23,60.7,36,59.4
"6964",2020,"KJ Robertson","troy-trojans","TROY","D07","LB",NA,NA,515,71,52,66.7
"6965",2020,"Antonio Showers","troy-trojans","TROY","D49","ED",NA,NA,180,66.4,30,61.5
"6966",2020,"Deshaun Oliver Jr.","uab-blazers","UAB","D24","LB",NA,NA,12,59.3,14,61.2
"6967",2020,"Jalen Rayam","uab-blazers","UAB","D30","ED",NA,NA,61,73.3,14,58.1
"6968",2020,"Nikia Eason","uab-blazers","UAB","D37","ED",NA,NA,73,70.6,37,78.9
"6969",2020,"Rubin Stinson III","uab-blazers","UAB","D58","ED",NA,NA,38,66.3,4,59.4
"6970",2020,"Tyree Thompson","buffalo-bulls","BUFFALO","D27","LB",NA,NA,142,71.5,48,43.4
"6971",2020,"Bo Calvert","ucla-bruins","UCLA","D33","LB",NA,NA,335,33.3,36,61.9
"6972",2020,"Je'Vari Anderson","eastern-kentucky-colonels","E KENTUCKY","D14","LB",NA,NA,46,55,4,59.9
"6973",2020,"Malakai Salu","unlv-rebels","UNLV","D43","LB",NA,NA,316,31.2,43,66.8
"6974",2020,"Moroni Anae","utah-utes","UTAH","D32","ED",NA,NA,2,61.8,15,75
"6975",2020,"Elijah Shelton","utah-state-aggies","UTAH ST","D41","ED",NA,NA,197,66.9,31,60.1
"6976",2020,"Eric Munoz","utah-state-aggies","UTAH ST","D38","LB",NA,NA,35,58.7,5,60.3
"6977",2020,"Cal Wallerstedt","utep-miners","UTEP","D30","LB",NA,NA,11,64.2,2,60.5
"6978",2020,"Trumane Bell II","utsa-roadrunners","UTSA","D49","DI",NA,NA,189,62.1,9,59.6
"6979",2020,"Edefuan Ulofoshio","washington-huskies","WASHINGTON","D48","LB",NA,NA,235,87.8,36,51.2
"6980",2020,"MJ Tafisi","washington-huskies","WASHINGTON","D53","LB",NA,NA,18,34,30,63.6
"6981",2020,"Zion Tupuola-Fetui","washington-huskies","WASHINGTON","D58","ED",NA,NA,222,82.2,26,60.5
"6982",2020,"Mario Wright","western-kentucky-hilltoppers","W KENTUCKY","D33","LB",NA,NA,22,66.2,28,64.6
"6983",2020,"DJ Schramm","boise-state-broncos","BOISE ST","D52","LB",NA,NA,3,27.9,92,73.8
"6984",2020,"Scale Igiehon","boise-state-broncos","BOISE ST","D90","DI",NA,NA,99,61.3,4,61.1
"6985",2020,"Keeghan Freeborn","boise-state-broncos","BOISE ST","D97","DI",NA,NA,107,70,18,59.5
"6986",2020,"Jalen Sami","colorado-buffaloes","COLORADO","D99","DI",NA,NA,148,70.1,17,58
"6987",2020,"Akeem Smith","georgia-state-panthers","GA STATE","D97","DI",NA,NA,348,72.5,36,48.4
"6988",2020,"Bryson Williams","wisconsin-badgers","WISCONSIN","D91","DI",NA,NA,15,50.1,10,60.4
"6989",2020,"Henry Chibueze","liberty-flames","LIBERTY","D50","DI",NA,NA,169,74.1,15,58.8
"6990",2020,"Christopher Love","nevada-wolf-pack","NEVADA","D73","DI",NA,NA,51,60.8,3,59.4
"6991",2020,"Willy Boatman","northwestern-wildcats","NWESTERN","D92","DI",NA,NA,6,42.9,NA,NA
"6992",2020,"Wyatt Blake","northwestern-wildcats","NWESTERN","D58","DI",NA,NA,36,65.2,NA,NA
"6993",2020,"Grant Donaldson","air-force-falcons","AIR FORCE","D30","ED",NA,NA,176,66.6,23,63.5
"6994",2020,"Stanley Lambert","arizona-state-sun-devils","ARIZONA ST","D14","ED",NA,NA,6,48.4,NA,NA
"6995",2020,"JH Tevis","california-golden-bears","CAL","D47","DI",NA,NA,194,63,33,59.8
"6996",2020,"Brenton Cox Jr.","florida-gators","FLORIDA","D01","ED",NA,NA,479,78.4,27,59.1
"6997",2020,"Azeez Ojulari","georgia-bulldogs","GEORGIA","D13","ED",NA,NA,303,83.6,62,60.7
"6998",2020,"Adam Anderson","georgia-bulldogs","GEORGIA","D19","ED",NA,NA,99,91.6,79,84.3
"6999",2020,"Jarell Cherry","lsu-tigers","LSU","D55","ED",NA,NA,15,42.8,NA,NA
"7000",2020,"Caleb Tannor","nebraska-cornhuskers","NEBRASKA","D02","ED",NA,NA,268,56.4,23,62.6
"7001",2020,"Kana'i Mauga","usc-trojans","USC","D26","LB",NA,NA,136,60.3,35,66.6
"7002",2020,"Abdul-Malik McClain","usc-trojans","USC","D42","ED",NA,NA,7,54.9,1,60
"7003",2020,"Ron Stone Jr.","washington-state-cougars","WASH STATE","D10","ED",NA,NA,138,54,23,63.8
"7004",2020,"Hank Pladson","washington-state-cougars","WASH STATE","D51","LB",NA,NA,6,26.6,57,57.4
"7005",2020,"Reese Taylor","indiana-hoosiers","INDIANA","D02","CB",NA,NA,339,69.9,115,69
"7006",2020,"Tyler Friday","ohio-state-buckeyes","OHIO STATE","D54","ED",NA,NA,110,80.3,2,60.1
"7007",2020,"Cody Anderson","oregon-state-beavers","OREGON ST","D98","DI",NA,NA,51,39.8,11,57.1
"7008",2020,"Jayson Oweh","penn-state-nittany-lions","PENN STATE","D28","ED",NA,NA,347,85.3,36,60.6
"7009",2020,"Nick Tarburton","penn-state-nittany-lions","PENN STATE","D46","ED",NA,NA,27,76.1,44,58.3
"7010",2020,"Andres Fox","stanford-cardinal","STANFORD","D06","ED",NA,NA,74,63.4,1,NA
"7011",2020,"Thomas Booker","stanford-cardinal","STANFORD","D34","DI",NA,NA,230,67.3,43,91.9
"7012",2020,"Amad Murray","stephen-f-austin-lumberjacks","STF AUSTIN","D54","ED",NA,NA,179,54.1,13,59.7
"7013",2020,"John Hines Jr.","troy-trojans","TROY","D30","ED",NA,NA,324,63.1,44,54.5
"7014",2020,"Patrick Richardson","troy-trojans","TROY","D42","S",NA,NA,10,64.8,18,71.6
"7015",2020,"Mika Tafua","utah-utes","UTAH","D42","ED",NA,NA,197,65.8,18,60.5
"7016",2020,"Hale Motu'apuaka","utah-state-aggies","UTAH ST","D92","DI",NA,NA,144,54,28,90.1
"7017",2020,"Praise Amaewhule","utep-miners","UTEP","D23","ED",NA,NA,344,70,63,59.6
"7018",2020,"Peter Gray","utsa-roadrunners","UTSA","D57","ED",NA,NA,79,60.6,10,92.2
"7019",2020,"Isaiah Mullens","wisconsin-badgers","WISCONSIN","D99","DI",NA,NA,54,51.4,29,62.5
"7020",2020,"Michael Purcell","air-force-falcons","AIR FORCE","D86","ED",NA,NA,235,60.7,27,61.8
"7021",2020,"Joey Woodring","air-force-falcons","AIR FORCE","D96","DI",NA,NA,122,64.1,16,61
"7022",2020,"Kaleb Nunez","air-force-falcons","AIR FORCE","D97","ED",NA,NA,6,41.3,NA,NA
"7023",2020,"Christian Barmore","alabama-crimson-tide","ALABAMA","D58","DI",NA,NA,296,83.8,8,60.3
"7024",2020,"Stephon Wynn Jr.","alabama-crimson-tide","ALABAMA","D90","DI",NA,NA,11,76,NA,NA
"7025",2020,"Hansky Paillant","appalachian-state-mountaineers","APP STATE","D43","DI",NA,NA,133,55,38,65.9
"7026",2020,"Chris Washington","appalachian-state-mountaineers","APP STATE","D46","DI",NA,NA,38,57.9,1,NA
"7027",2020,"Dorian Pickett","appalachian-state-mountaineers","APP STATE","D90","ED",NA,NA,6,73.5,1,NA
"7028",2020,"George Blackstock","appalachian-state-mountaineers","APP STATE","D55","DI",NA,NA,190,69.3,14,62.8
"7029",2020,"Jordon Earle","appalachian-state-mountaineers","APP STATE","D99","DI",NA,NA,290,57.1,22,60.2
"7030",2020,"Mykee Irving","arizona-wildcats","ARIZONA","D60","DI",NA,NA,25,53.4,NA,NA
"7031",2020,"Jermayne Lole","arizona-state-sun-devils","ARIZONA ST","D90","DI",NA,NA,132,74.8,10,60
"7032",2020,"Dorian Gerald","arkansas-razorbacks","ARKANSAS","D05","ED",NA,NA,102,40.7,10,61.3
"7033",2020,"Tukua Ahoia","arkansas-state-red-wolves","ARK STATE","D90","DI",NA,NA,145,54.6,58,63
"7034",2020,"Terry Hampton","arkansas-state-red-wolves","ARK STATE","D97","ED",NA,NA,595,67.8,55,59.4
"7035",2020,"Forrest Merrill","arkansas-state-red-wolves","ARK STATE","D92","DI",NA,NA,599,77.2,54,50.3
"7036",2020,"Ryan Taylor","north-alabama-lions","N ALABAMA","D97","DI",NA,NA,38,63.9,4,59.3
"7037",2020,"Nolan Cockrill","army-black-knights","ARMY","D95","DI",NA,NA,384,76.7,25,90.2
"7038",2020,"Ryan Duran III","army-black-knights","ARMY","D91","DI",NA,NA,324,64.8,28,89.6
"7039",2020,"Kwabena Bonsu","army-black-knights","ARMY","D97","DI",NA,NA,204,69.1,15,59.4
"7040",2020,"Daquan Newkirk","auburn-tigers","AUBURN","D44","DI",NA,NA,477,50,35,59.8
"7041",2020,"Caleb Johnson","auburn-tigers","AUBURN","D45","ED",NA,NA,164,61,30,65.8
"7042",2020,"Devin Kaufusi","utah-utes","UTAH","D90","ED",NA,NA,75,53.9,13,60.9
"7043",2020,"Mustafa Johnson","colorado-buffaloes","COLORADO","D34","DI",NA,NA,262,81.7,23,61.8
"7044",2020,"Israel Antwine","oklahoma-state-cowboys","OKLA STATE","D95","DI",NA,NA,274,67.8,24,59.6
"7045",2020,"Shane Burks II","eastern-kentucky-colonels","E KENTUCKY","D92","DI",NA,NA,141,38.5,45,59.8
"7046",2020,"Kenny Terry","eastern-kentucky-colonels","E KENTUCKY","D93","ED",NA,NA,7,47.9,NA,NA
"7047",2020,"Malik Langham","vanderbilt-commodores","VANDERBILT","D99","DI",NA,NA,110,50.7,13,58.7
"7048",2020,"Davon Strickland","florida-international-golden-panthers","FIU","D99","DI",NA,NA,210,72.1,74,60.4
"7049",2020,"Jason Mercier","florida-international-golden-panthers","FIU","D92","DI",NA,NA,190,61.3,10,59.4
"7050",2020,"Isaiah Johnson","fresno-state-bulldogs","FRESNO ST","D18","ED",NA,NA,95,53.1,7,60.4
"7051",2020,"Alex Dumais","fresno-state-bulldogs","FRESNO ST","D43","DI",NA,NA,189,62.3,12,58.4
"7052",2020,"Matt Lawson","fresno-state-bulldogs","FRESNO ST","D91","DI",NA,NA,59,64.3,4,59.1
"7053",2020,"Devonte Wyatt","georgia-bulldogs","GEORGIA","D95","DI",NA,NA,330,71.4,44,60.3
"7054",2020,"Ezekiel Holmes","illinois-fighting-illini","ILLINOIS","D33","ED",NA,NA,10,54.9,1,60
"7055",2020,"Calvin Avery","illinois-fighting-illini","ILLINOIS","D93","DI",NA,NA,77,50.8,24,46
"7056",2020,"James Head Jr.","indiana-hoosiers","INDIANA","D06","ED",NA,NA,305,58.6,25,60.6
"7057",2020,"Jonathan King","indiana-hoosiers","INDIANA","D18","ED",NA,NA,100,63,6,60.3
"7058",2020,"Madison Norris","eastern-kentucky-colonels","E KENTUCKY","D07","LB",NA,NA,50,53,9,59.4
"7059",2020,"Shamar Jones","indiana-hoosiers","INDIANA","D52","ED",NA,NA,4,67.5,NA,NA
"7060",2020,"John Waggoner","iowa-hawkeyes","IOWA","D92","ED",NA,NA,78,61.9,3,59.9
"7061",2020,"Noah Shannon","iowa-hawkeyes","IOWA","D99","DI",NA,NA,156,59,4,59.1
"7062",2020,"Jerquavion Mahone","kentucky-wildcats","KENTUCKY","D93","DI",NA,NA,53,56.7,3,59.6
"7063",2020,"Marquan McCall","kentucky-wildcats","KENTUCKY","D50","DI",NA,NA,252,65.9,21,60.2
"7064",2020,"Austin Lewis","liberty-flames","LIBERTY","D44","DI",NA,NA,178,56.8,26,60.1
"7065",2020,"Sam Burton","marshall-thundering-herd","MARSHALL","D00","ED",NA,NA,125,68.3,6,60.8
"7066",2020,"Owen Porter","marshall-thundering-herd","MARSHALL","D55","ED",NA,NA,158,62,33,61.6
"7067",2020,"Darius Hodge","marshall-thundering-herd","MARSHALL","D02","ED",NA,NA,324,79.2,43,62.6
"7068",2020,"Koby Cumberlander","marshall-thundering-herd","MARSHALL","D32","ED",NA,NA,253,75.1,10,63.1
"7069",2020,"Cherokee Glasgow","maryland-terrapins","MARYLAND","D77","DI",NA,NA,65,60.9,3,60.3
"7070",2020,"Joey George","michigan-wolverines","MICHIGAN","D57","DI",NA,NA,1,60,NA,NA
"7071",2020,"Taylor Upshaw","michigan-wolverines","MICHIGAN","D91","ED",NA,NA,209,67.4,18,58.9
"7072",2020,"Ryan Veingrad","florida-atlantic-owls","FAU","D94","DI",NA,NA,227,58.2,26,62.6
"7073",2020,"Julius Welschof","michigan-wolverines","MICHIGAN","D96","DI",NA,NA,83,66.3,6,59.1
"7074",2020,"Aidan Hutchinson","michigan-wolverines","MICHIGAN","D97","ED",NA,NA,149,82.5,8,60.3
"7075",2020,"Mayan Ahanotu","rutgers-scarlet-knights","RUTGERS","D92","DI",NA,NA,142,39.9,19,58.2
"7076",2020,"KD Hill","mississippi-rebels","OLE MISS","D55","DI",NA,NA,214,41.5,27,56.5
"7077",2020,"Trajan Jeffcoat","missouri-tigers","MISSOURI","D18","ED",NA,NA,319,61.3,28,45.9
"7078",2020,"Jatorian Hansford","missouri-tigers","MISSOURI","D28","ED",NA,NA,73,44.5,7,60
"7079",2020,"Cannon York","missouri-tigers","MISSOURI","D96","ED",NA,NA,38,58.8,45,68.9
"7080",2020,"Colton Feist","nebraska-cornhuskers","NEBRASKA","D82","DI",NA,NA,4,57.1,5,61.8
"7081",2020,"Casey Rogers","nebraska-cornhuskers","NEBRASKA","D98","DI",NA,NA,194,59.9,19,60
"7082",2020,"Tate Wildeman","nebraska-cornhuskers","NEBRASKA","D92","DI",NA,NA,10,36.7,1,59.7
"7083",2020,"Ben Bertram","new-mexico-lobos","NEW MEXICO","D17","DI",NA,NA,83,62.2,9,59.9
"7084",2020,"Dayton LeBlanc","north-texas-mean-green","N TEXAS","D91","DI",NA,NA,107,69.5,9,59
"7085",2020,"Caleb Colvin","north-texas-mean-green","N TEXAS","D93","ED",NA,NA,338,57.8,32,58.8
"7086",2020,"Devin O'Rourke","northwestern-wildcats","NWESTERN","D46","ED",NA,NA,69,52.6,41,61.8
"7087",2020,"Eku Leota","northwestern-wildcats","NWESTERN","D55","ED",NA,NA,222,67.4,10,61.9
"7088",2020,"Justin Ademilola","notre-dame-fighting-irish","NOTRE DAME","D19","ED",NA,NA,188,70.1,1,60
"7089",2020,"Jayson Ademilola","notre-dame-fighting-irish","NOTRE DAME","D57","DI",NA,NA,165,62,7,59.4
"7090",2020,"Ja'mion Franklin","notre-dame-fighting-irish","NOTRE DAME","D55","DI",NA,NA,19,67.5,NA,NA
"7091",2020,"Andrew Faoliu","oregon-ducks","OREGON","D55","ED",NA,NA,111,64.5,31,75.7
"7092",2020,"Branson Deen","purdue-boilermakers","PURDUE","D58","DI",NA,NA,318,68.8,28,60.8
"7093",2020,"Lawrence Johnson","purdue-boilermakers","PURDUE","D90","DI",NA,NA,153,57.9,38,59.3
"7094",2020,"Jack Sullivan","purdue-boilermakers","PURDUE","D99","ED",NA,NA,242,58.8,36,64.9
"7095",2020,"Robin Jutwreten","rutgers-scarlet-knights","RUTGERS","D98","DI",NA,NA,104,49.9,47,60.1
"7096",2020,"Jamree Kromah","rutgers-scarlet-knights","RUTGERS","D45","ED",NA,NA,5,43.1,9,60.8
"7097",2020,"Jalil Lecky","san-diego-state-aztecs","S DIEGO ST","D52","ED",NA,NA,84,62.4,5,62.1
"7098",2020,"Keshawn Banks","san-diego-state-aztecs","S DIEGO ST","D02","ED",NA,NA,365,70.4,28,59.5
"7099",2020,"Daniel Okpoko","san-diego-state-aztecs","S DIEGO ST","D63","DI",NA,NA,5,68.8,NA,NA
"7100",2020,"Cameron Thomas","san-diego-state-aztecs","S DIEGO ST","D99","DI",NA,NA,349,81.7,30,59.5
"7101",2020,"E.J. Ane","san-jose-state-spartans","S JOSE ST","D91","ED",NA,NA,130,67.3,49,66.3
"7102",2020,"Cade Hall","san-jose-state-spartans","S JOSE ST","D92","ED",NA,NA,284,74,15,61.1
"7103",2020,"Maurice Strong Jr.","south-alabama-jaguars","S ALABAMA","D55","DI",NA,NA,332,69.1,36,58.4
"7104",2020,"Kingsley Enagbare","south-carolina-gamecocks","S CAROLINA","D52","ED",NA,NA,384,67.9,62,62
"7105",2020,"Rick Sandidge","south-carolina-gamecocks","S CAROLINA","D90","DI",NA,NA,146,46,11,60
"7106",2020,"Jabari Ellis","south-carolina-gamecocks","S CAROLINA","D99","DI",NA,NA,467,59.7,46,60
"7107",2020,"De'Mikal Chesser","southern-miss-golden-eagles","SO MISS","D91","ED",NA,NA,28,58.6,4,59.1
