"","season","name","team","school","jersey","position","offensive_snaps","offensive_grade","defensive_snaps","defensive_grade","st_snaps","st_grade"
"253",2020,"Danny Dalton","boston-college-eagles","BOSTON COL","15","TE",22,53,NA,NA,106,59.2
"254",2020,"Chase Cokley","ohio-bobcats","OHIO","80","WR",3,58.2,NA,NA,NA,NA
"255",2020,"Adam Gregoire","kent-state-golden-flashes","KENT STATE","75","G",312,67.7,NA,NA,34,64.4
"256",2020,"Wade Buckman","western-michigan-broncos","W MICHIGAN","88","TE",11,57.9,NA,NA,35,63.6
"257",2020,"Cary Angeline","north-carolina-state-wolfpack","NC STATE","06","TE",484,69.5,NA,NA,9,57.8
"258",2020,"Jarrett Guarantano","tennessee-volunteers","TENNESSEE","02","QB",423,63.6,NA,NA,NA,NA
"259",2020,"Jake Bentley","utah-utes","UTAH","08","QB",187,58.5,NA,NA,NA,NA
"260",2020,"Dylan Autenrieth","north-carolina-state-wolfpack","NC STATE","42","TE",184,50.2,NA,NA,37,63.9
"261",2020,"Jaret Curtis","western-michigan-broncos","W MICHIGAN","82","WR",5,59.4,NA,NA,NA,NA
"262",2020,"Mackenzie Nworah","indiana-hoosiers","INDIANA","51","G",376,51.5,NA,NA,2,NA
"263",2020,"Matthew Bair","western-carolina-catamounts","W CAROLINA","51","G",72,70.9,NA,NA,NA,NA
"264",2020,"Kellton Hollins","tcu-horned-frogs","TCU","55","G",68,58.9,NA,NA,18,62.6
"265",2020,"Austin Myers","tcu-horned-frogs","TCU","56","T",402,48.1,NA,NA,33,64.3
"266",2020,"Gavin Cupp","ohio-state-buckeyes","OHIO STATE","61","G",11,56.9,NA,NA,15,62.4
"267",2020,"Josh McGowen","stephen-f-austin-lumberjacks","STF AUSTIN","22","HB",40,61,NA,NA,27,53.7
"268",2020,"Jesse Brown","northwestern-wildcats","NWESTERN","01","HB",57,64.9,NA,NA,10,61.5
"269",2020,"Shaun Beyer","iowa-hawkeyes","IOWA","42","TE",280,90.5,NA,NA,44,64.1
"270",2020,"Mitchell Perkinson","central-arkansas-bears","CENT ARK","87","WR",104,57.7,1,60,40,64.5
"271",2020,"Josh McCauley","arizona-wildcats","ARIZONA","50","C",270,64.7,NA,NA,NA,NA
"272",2020,"Drake Jackson","kentucky-wildcats","KENTUCKY","52","C",626,89.5,NA,NA,1,NA
"273",2020,"T.J. Jackson","virginia-tech-hokies","VA TECH","71","G",1,60,NA,NA,8,61.8
"274",2020,"Damian Bounds","liberty-flames","LIBERTY","59","G",473,65.3,NA,NA,1,NA
"275",2020,"Rontavius Groves","north-carolina-tar-heels","N CAROLINA","04","WR",77,53.8,NA,NA,61,59.7
"276",2020,"Malik Staples","western-kentucky-hilltoppers","W KENTUCKY","D35","HB",37,58,19,50.2,123,60.7
"277",2020,"Gerrid Doaks","cincinnati-bearcats","CINCINNATI","23","HB",350,74.6,NA,NA,26,63.5
"278",2020,"Landon Wolf","oklahoma-state-cowboys","OKLA STATE","01","WR",201,60.4,NA,NA,156,72.8
"279",2020,"Jawon Pass","louisville-cardinals","LOUISVILLE","04","QB",17,51.5,NA,NA,3,60.1
"280",2020,"Dylan Koch","ball-state-cardinals","BALL ST","88","TE",192,49.6,NA,NA,32,63.9
"281",2020,"Mulbah Car","houston-cougars","HOUSTON","34","HB",99,68.3,NA,NA,NA,NA
"282",2020,"Michael Maietti","missouri-tigers","MISSOURI","55","C",602,77,NA,NA,1,NA
"283",2020,"Kenny Cooper","georgia-tech-yellow-jackets","GA TECH","55","C",45,60.4,NA,NA,33,58.8
"284",2020,"Keenan Murphy","houston-cougars","HOUSTON","77","G",355,59.4,NA,NA,2,NA
"285",2020,"Alaric Jackson","iowa-hawkeyes","IOWA","77","T",487,74.4,NA,NA,45,64.7
"286",2020,"Tommy Kraemer","notre-dame-fighting-irish","NOTRE DAME","78","G",573,79.2,NA,NA,43,65.2
"287",2020,"Mykel Jones","tulane-green-wave","TULANE","01","WR",400,50.8,NA,NA,4,60
"288",2020,"Scooter Harrington","stanford-cardinal","STANFORD","80","TE",150,57.8,NA,NA,17,62.4
"289",2020,"Jalen Camp","georgia-tech-yellow-jackets","GA TECH","01","WR",476,63.3,NA,NA,42,58.2
"290",2020,"Jake Hausmann","ohio-state-buckeyes","OHIO STATE","81","TE",44,60.7,NA,NA,10,60.7
"291",2020,"Frank Darby","arizona-state-sun-devils","ARIZONA ST","84","WR",79,57.5,NA,NA,2,NA
"292",2020,"Darion Anderson","georgia-southern-eagles","GA SOUTHRN","09","WR",453,62.5,NA,NA,4,45.7
"293",2020,"Dayton Metcalf","oklahoma-state-cowboys","OKLA STATE","84","FB",50,62,NA,NA,166,65.3
"294",2020,"Jovani Haskins","rutgers-scarlet-knights","RUTGERS","13","TE",416,55.9,NA,NA,55,60.9
"295",2020,"Luke Wattenberg","washington-huskies","WASHINGTON","76","C",263,70.7,NA,NA,NA,NA
"296",2020,"Uzo Osuji","boise-state-broncos","BOISE ST","77","T",128,81.6,NA,NA,31,63.5
"297",2020,"Chandon Herring","byu-cougars","BYU","77","G",575,84.2,NA,NA,11,62.2
"298",2020,"Bryson Denley","bowling-green-falcons","BOWL GREEN","12","HB",86,59.8,NA,NA,36,47.8
"299",2020,"Deon McIntosh","washington-state-cougars","WASH STATE","03","HB",181,77.8,NA,NA,6,60.1
"300",2020,"Stewart Reese","florida-gators","FLORIDA","51","G",459,54.7,NA,NA,35,63.8
"301",2020,"Willie Johnson","marshall-thundering-herd","MARSHALL","01","WR",298,64.3,NA,NA,2,60
"302",2020,"Dylan Powell","indiana-hoosiers","INDIANA","72","G",401,56.1,NA,NA,25,64
"303",2020,"Jack Snyder","san-jose-state-spartans","S JOSE ST","55","T",336,88.7,NA,NA,NA,NA
"304",2020,"Ryan Neuzil","appalachian-state-mountaineers","APP STATE","58","G",726,86,NA,NA,6,61.9
"305",2020,"Matt Smith","fresno-state-bulldogs","FRESNO ST","59","C",397,48,NA,NA,2,60
"306",2020,"Luke Anthony","louisiana-tech-bulldogs","LA TECH","09","QB",407,60.5,NA,NA,NA,NA
"307",2020,"Nick Orekoya","massachusetts-minutemen","UMASS","24","HB",2,59.7,NA,NA,2,59.8
"308",2020,"Landon Rice","jacksonville-state-gamecocks","JVILLE ST","44","TE",48,52.4,NA,NA,8,62.2
"309",2020,"Ry Schneider","oklahoma-state-cowboys","OKLA STATE","50","C",661,67.3,NA,NA,1,NA
"310",2020,"Michael Wiggs","usf-bulls","USF","52","G",510,58.7,NA,NA,24,62.8
"311",2020,"Jack DeFoor","georgia-tech-yellow-jackets","GA TECH","78","G",654,52.6,NA,NA,36,63.6
"312",2020,"Brett Heggie","florida-gators","FLORIDA","61","C",610,68.1,NA,NA,1,60
"313",2020,"Jamauri Wakefield","vanderbilt-commodores","VANDERBILT","32","HB",77,73.8,NA,NA,4,64.8
"314",2020,"Kieffer Longson","byu-cougars","BYU","74","G",103,75.3,NA,NA,33,64.5
"315",2020,"Robbie Bell","louisville-cardinals","LOUISVILLE","75","G",332,59.2,NA,NA,NA,NA
"316",2020,"Ramaud Chiaokhiao-Bowman","northwestern-wildcats","NWESTERN","81","WR",395,70.2,NA,NA,32,49.4
"317",2020,"Reginald Henderson","chattanooga-mocs","CHATTNOOGA","12","WR",53,50,NA,NA,NA,NA
"318",2020,"Ryan Carriere","charlotte-49ers","CHARLOTTE","85","TE",261,51.8,NA,NA,29,60.8
"319",2020,"Javon McKinley","notre-dame-fighting-irish","NOTRE DAME","88","WR",550,79.1,NA,NA,1,NA
"320",2020,"Will Ulmer","marshall-thundering-herd","MARSHALL","50","T",404,87.6,NA,NA,44,63.4
"321",2020,"Doug Bates","toledo-rockets","TOLEDO","40","TE",5,60.5,NA,NA,23,64.1
"322",2020,"Gabe Lloyd","wisconsin-badgers","WISCONSIN","46","TE",6,58.3,NA,NA,7,37.2
"323",2020,"Hunter Buczkowski","central-michigan-chippewas","C MICHIGAN","44","TE",108,84,NA,NA,12,60.4
"324",2020,"Mike Johnson","army-black-knights","ARMY","59","G",550,89.3,NA,NA,9,61.4
"325",2020,"Branden Hohenstein","abilene-christian-wildcats","ABILENE CH","18","TE",144,50.9,NA,NA,NA,NA
"326",2020,"Dareuan Parker","mississippi-state-bulldogs","MISS STATE","56","G",566,73,NA,NA,25,63.9
"327",2020,"Demytrick Ali'ifua","utah-state-aggies","UTAH ST","58","G",371,54,NA,NA,7,62.1
"328",2020,"Mike Van Hoeven","eastern-michigan-eagles","E MICHIGAN","60","C",356,59.8,NA,NA,7,60.9
"329",2020,"Peytton Pickett","liberty-flames","LIBERTY","25","HB",249,77.7,NA,NA,70,73.2
"330",2020,"Nic Smith","north-texas-mean-green","N TEXAS","21","HB",84,67.2,NA,NA,125,67.6
"331",2020,"Jake Hescock","ucf-knights","UCF","88","TE",366,55.7,NA,NA,39,61.2
"332",2020,"Greg Long","purdue-boilermakers","PURDUE","69","T",308,62,NA,NA,29,40.7
"333",2020,"Sadarius Hutcherson","south-carolina-gamecocks","S CAROLINA","50","G",669,74.9,NA,NA,44,65.3
"334",2020,"Baveon Johnson","florida-state-seminoles","FLORIDA ST","51","G",582,53.2,NA,NA,35,64.6
"335",2020,"Jackson Anthrop","purdue-boilermakers","PURDUE","33","WR",61,51.2,NA,NA,33,86.3
"336",2020,"Greg Eiland","mississippi-state-bulldogs","MISS STATE","55","G",432,49.4,NA,NA,10,62.2
"337",2020,"Shane McGough","florida-international-golden-panthers","FIU","55","C",273,60.1,NA,NA,5,60
"338",2020,"Jahmir Johnson","tennessee-volunteers","TENNESSEE","58","T",195,55.1,NA,NA,2,60
"339",2020,"Dylan Parham","north-carolina-state-wolfpack","NC STATE","28","TE",208,58.4,NA,NA,61,62.8
"340",2020,"T.J. Hammonds","arkansas-razorbacks","ARKANSAS","41","WR",48,68.8,1,60,28,48
"341",2020,"Ko Kieft","minnesota-golden-gophers","MINNESOTA","42","TE",98,76.2,NA,NA,23,62.2
"342",2020,"Myles Benning","utsa-roadrunners","UTSA","37","TE",27,65.6,NA,NA,177,66.5
"343",2020,"Adam Luehrman","ohio-bobcats","OHIO","44","TE",72,89.1,NA,NA,21,63.9
"344",2020,"Luke Harris","middle-tennessee-blue-raiders","MIDDLE TN","68","C",38,50.7,NA,NA,NA,NA
"345",2020,"Dylan Couch","tulsa-golden-hurricane","TULSA","73","G",510,58.3,NA,NA,34,64.3
"346",2020,"Boe Wilson","nebraska-cornhuskers","NEBRASKA","56","G",156,47.6,NA,NA,2,NA
"347",2020,"Jonathan Ifedi","georgia-state-panthers","GA STATE","06","WR",162,59,NA,NA,69,62.3
"348",2020,"Chandler Farrell","south-carolina-gamecocks","S CAROLINA","31","TE",19,36.2,NA,NA,NA,NA
"349",2020,"Brandon Council","auburn-tigers","AUBURN","71","G",351,56.9,NA,NA,4,60
"350",2020,"Alex Salguero","marshall-thundering-herd","MARSHALL","78","C",521,71.4,NA,NA,8,60
"351",2020,"Marcus Tatum","ucf-knights","UCF","68","T",428,53.8,NA,NA,66,65
"352",2020,"Mike Caliendo","western-michigan-broncos","W MICHIGAN","61","G",307,76.7,NA,NA,39,65
"353",2020,"Michal Menet","penn-state-nittany-lions","PENN STATE","62","C",580,67.7,NA,NA,5,NA
"354",2020,"Deonte Brown","alabama-crimson-tide","ALABAMA","65","G",542,61,NA,NA,47,65.5
"355",2020,"Doug Kramer","illinois-fighting-illini","ILLINOIS","65","C",282,63.8,NA,NA,NA,NA
"356",2020,"Jaylen Miller","tulane-green-wave","TULANE","61","T",275,49.8,NA,NA,4,NA
"357",2020,"Steven Bailey","arizona-wildcats","ARIZONA","63","G",19,48.3,NA,NA,NA,NA
"358",2020,"Thomas MacVittie","kansas-jayhawks","KANSAS","07","QB",40,79.1,NA,NA,1,NA
"359",2020,"Cam DeGeorge","louisville-cardinals","LOUISVILLE","79","G",541,70.4,NA,NA,55,64.8
"360",2020,"Nathan Edwards","nevada-wolf-pack","NEVADA","70","T",6,52.5,NA,NA,NA,NA
"361",2020,"Cole Garrison","appalachian-state-mountaineers","APP STATE","73","T",603,69.9,NA,NA,9,61.8
"362",2020,"Jonathan Timmons","charlotte-49ers","CHARLOTTE","75","G",96,58.4,NA,NA,NA,NA
"363",2020,"Josh Oatis","utsa-roadrunners","UTSA","78","T",293,61.3,NA,NA,5,61.1
"364",2020,"D'Ante Smith","east-carolina-pirates","E CAROLINA","67","T",78,64.8,NA,NA,NA,NA
"365",2020,"Cagan Baldree","texas-am-aggies","TEXAS A&M","43","FB",28,57.9,NA,NA,68,65.1
"366",2020,"Conner Olson","minnesota-golden-gophers","MINNESOTA","64","G",357,71,NA,NA,25,63
"367",2020,"Colby Pursell","colorado-buffaloes","COLORADO","65","C",70,54.3,NA,NA,NA,NA
"368",2020,"Trevor Robbins","san-jose-state-spartans","S JOSE ST","57","C",308,50,NA,NA,NA,NA
"369",2020,"Tim Tanner-Blair","bowling-green-falcons","BOWL GREEN","69","G",128,61.2,NA,NA,13,62.9
"370",2020,"Jordan Myers","rice-owls","RICE","07","TE",186,79.2,NA,NA,37,62.4
"371",2020,"Nick Sink","ohio-bobcats","OHIO","70","T",157,78.3,NA,NA,NA,NA
"372",2020,"Bryce Mathews","liberty-flames","LIBERTY","74","T",128,71,NA,NA,1,NA
"373",2020,"Will Fries","penn-state-nittany-lions","PENN STATE","71","T",577,75.6,NA,NA,37,64.4
"374",2020,"Teven Jenkins","oklahoma-state-cowboys","OKLA STATE","73","T",448,92,NA,NA,18,63.1
"375",2020,"Devonta'e Henry-Cole","utah-state-aggies","UTAH ST","07","HB",135,54.7,NA,NA,26,66.9
"376",2020,"Chase Jasmin","san-diego-state-aztecs","S DIEGO ST","22","HB",8,69.1,NA,NA,1,60
"377",2020,"Doro Omerhi","houston-baptist-huskies","HOU BAPT","69","G",260,53.8,NA,NA,18,62.6
"378",2020,"Benn Olson","northern-illinois-huskies","N ILLINOIS","61","G",170,64.4,NA,NA,11,59.6
"379",2020,"Cole Banwart","iowa-hawkeyes","IOWA","61","G",397,81.9,NA,NA,44,65.1
"380",2020,"Jacob Still","arkansas-state-red-wolves","ARK STATE","64","C",528,46,NA,NA,1,NA
"381",2020,"Dylan Bradshaw","troy-trojans","TROY","65","C",721,73.8,NA,NA,1,NA
"382",2020,"Tope Imade","texas-longhorns","TEXAS","67","G",22,76.9,NA,NA,20,63.6
"383",2020,"Jaelin Fisher","charlotte-49ers","CHARLOTTE","68","C",291,64.3,NA,NA,2,NA
"384",2020,"Airon Servais","syracuse-orange","SYRACUSE","68","T",669,47.4,NA,NA,36,64.5
"385",2020,"Cole Van Lanen","wisconsin-badgers","WISCONSIN","71","T",288,90.5,NA,NA,NA,NA
"386",2020,"Donte Harrington","boise-state-broncos","BOISE ST","71","C",99,28.9,NA,NA,NA,NA
"387",2020,"Matt Farniok","nebraska-cornhuskers","NEBRASKA","71","G",420,60.7,NA,NA,31,63.5
"388",2020,"Aaron Dowdell","georgia-southern-eagles","GA SOUTHRN","51","G",671,78.3,NA,NA,59,65.6
"389",2020,"Matt Brayton","unlv-rebels","UNLV","72","G",286,67.1,NA,NA,1,NA
"390",2020,"Jaquel Pierce","texas-state-bobcats","TEXAS ST","D94","ED",3,60,332,52.4,80,68.4
"391",2020,"Dominic Johnson","buffalo-bulls","BUFFALO","09","WR",148,66.9,NA,NA,NA,NA
"392",2020,"Cain Madden","marshall-thundering-herd","MARSHALL","62","G",459,92.9,NA,NA,37,64
"393",2020,"BJ Emmons","florida-atlantic-owls","FAU","04","HB",112,69.7,NA,NA,NA,NA
"394",2020,"Mark Brooks","western-michigan-broncos","W MICHIGAN","60","T",307,84,NA,NA,39,64.7
"395",2020,"Cade Stewart","clemson-tigers","CLEMSON","62","C",678,63.6,NA,NA,70,66.5
"396",2020,"Liam Ryan","washington-state-cougars","WASH STATE","63","T",203,47.7,NA,NA,16,63
"397",2020,"Nico Russolillo","abilene-christian-wildcats","ABILENE CH","53","C",143,72.6,NA,NA,NA,NA
"398",2020,"Jimmy Morrissey","pittsburgh-panthers","PITTSBURGH","67","C",715,70.8,NA,NA,2,60
"399",2020,"Andrew Vastardis","michigan-wolverines","MICHIGAN","68","C",245,57.3,NA,NA,1,NA
"400",2020,"Nous Keobounnam","oregon-state-beavers","OREGON ST","69","G",197,65.7,NA,NA,14,61.4
"401",2020,"Taysir Mack","pittsburgh-panthers","PITTSBURGH","11","WR",313,62.8,NA,NA,2,60
"402",2020,"Sam Schlueter","minnesota-golden-gophers","MINNESOTA","70","T",357,75.6,NA,NA,25,63.4
"403",2020,"T.J. Storment","tcu-horned-frogs","TCU","72","T",381,68.4,NA,NA,15,62.9
"404",2020,"Gunnar Vogel","northwestern-wildcats","NWESTERN","73","T",446,61.2,NA,NA,NA,NA
"405",2020,"Drew Wilson","georgia-southern-eagles","GA SOUTHRN","61","T",561,65.2,NA,NA,57,65.2
"406",2020,"Khalil Herbert","virginia-tech-hokies","VA TECH","21","HB",381,89.4,NA,NA,56,58.8
"407",2020,"Jake Donnellon","eastern-michigan-eagles","E MICHIGAN","69","G",285,68.7,NA,NA,2,NA
"408",2020,"Josh Watson","washington-state-cougars","WASH STATE","65","G",203,65.6,NA,NA,1,NA
"409",2020,"Ben Cleveland","georgia-bulldogs","GEORGIA","74","G",469,77.6,NA,NA,31,64.5
"410",2020,"Landon Dickerson","alabama-crimson-tide","ALABAMA","69","C",574,90.4,NA,NA,52,64.4
"411",2020,"Jacob Fryrear","texas-state-bobcats","TEXAS ST","62","T",2,60,NA,NA,NA,NA
"412",2020,"Arvin Fletcher","southern-miss-golden-eagles","SO MISS","63","T",582,54.6,NA,NA,NA,NA
"413",2020,"Kody Russey","louisiana-tech-bulldogs","LA TECH","65","C",566,71.1,NA,NA,NA,NA
"414",2020,"Matt Allen","michigan-state-spartans","MICH STATE","64","C",82,53.9,NA,NA,NA,NA
"415",2020,"Ryan Johnson","georgia-tech-yellow-jackets","GA TECH","70","G",655,44.6,NA,NA,36,37.7
"416",2020,"Jacob Capra","san-diego-state-aztecs","S DIEGO ST","77","G",493,74.2,NA,NA,37,64.6
"417",2020,"Royce Newman","mississippi-rebels","OLE MISS","72","T",657,67.4,NA,NA,5,60
"418",2020,"Josh Sills","oklahoma-state-cowboys","OKLA STATE","72","G",684,73.9,NA,NA,12,62.6
"419",2020,"Kellen Diesch","arizona-state-sun-devils","ARIZONA ST","74","T",146,82.9,NA,NA,11,62.1
"420",2020,"Ty Shelby","louisiana-monroe-warhawks","LA MONROE","D44","ED",1,60,470,73.1,71,61.7
"421",2020,"Luke Doerger","toledo-rockets","TOLEDO","65","G",330,67.9,NA,NA,25,63.7
"422",2020,"Landon Young","kentucky-wildcats","KENTUCKY","67","T",627,75.9,NA,NA,32,63.7
"423",2020,"Donavaughn Campbell","louisiana-tech-bulldogs","LA TECH","77","T",425,51.7,NA,NA,20,63.5
"424",2020,"Desmond Noel","florida-atlantic-owls","FAU","53","G",463,55.6,NA,NA,24,63.9
"425",2020,"Alex Smith","georgia-southern-eagles","GA SOUTHRN","67","G",3,60,NA,NA,NA,NA
"426",2020,"Justin Witt","north-carolina-state-wolfpack","NC STATE","67","T",334,68.5,NA,NA,12,62
"427",2020,"Paul Grattan","ucla-bruins","UCLA","55","G",284,63.8,NA,NA,1,NA
"428",2020,"Stone Forsythe","florida-gators","FLORIDA","72","T",600,71,NA,NA,35,63.8
"429",2020,"Sean Behrens","marshall-thundering-herd","MARSHALL","70","C",51,61.8,NA,NA,3,61.1
"430",2020,"Tiller Bucktrot","tulsa-golden-hurricane","TULSA","68","G",27,49.5,NA,NA,69,67
"431",2020,"Shamarious Gilmore","georgia-state-panthers","GA STATE","75","G",678,60.8,NA,NA,46,64.7
"432",2020,"Thomas Sargeant","liberty-flames","LIBERTY","65","C",678,65.5,NA,NA,1,NA
"433",2020,"Nick Krimin","rutgers-scarlet-knights","RUTGERS","66","C",544,50.8,NA,NA,36,64.1
"434",2020,"Brian Ankerson","south-alabama-jaguars","S ALABAMA","66","C",791,47.7,NA,NA,NA,NA
"435",2020,"Charles Williams","unlv-rebels","UNLV","08","HB",292,59.5,NA,NA,1,NA
"436",2020,"Marquez Stevenson","houston-cougars","HOUSTON","05","WR",141,71.4,NA,NA,17,59.7
"437",2020,"Joe Sculthorpe","north-carolina-state-wolfpack","NC STATE","71","G",797,69.5,NA,NA,57,52.9
"438",2020,"Anthony Todd","ball-state-cardinals","BALL ST","72","C",413,62,NA,NA,34,62
"439",2020,"Joe Ware","bowling-green-falcons","BOWL GREEN","73","T",199,61.7,NA,NA,11,62.1
"440",2020,"Liam Eichenberg","notre-dame-fighting-irish","NOTRE DAME","74","T",690,88,NA,NA,62,65
"441",2020,"Jarrett Hopple","usf-bulls","USF","76","T",215,59.1,NA,NA,39,64
"442",2020,"Blake Mitchell","austin-peay-governors","AUSTINPEAY","53","C",196,49.2,NA,NA,7,57.7
"443",2020,"Jean Delance","florida-gators","FLORIDA","56","T",605,53.6,NA,NA,1,60
"444",2020,"Christian Roberson","charlotte-49ers","CHARLOTTE","80","TE",3,58.9,NA,NA,5,60.5
"445",2020,"Billy Humphreys","san-jose-state-spartans","S JOSE ST","81","TE",46,62.2,NA,NA,10,61.9
"446",2020,"Nik Urban","northwestern-wildcats","NWESTERN","66","G",450,52.8,NA,NA,NA,NA
"447",2020,"Seth Joest","western-kentucky-hilltoppers","W KENTUCKY","67","C",709,65.8,NA,NA,NA,NA
"448",2020,"Hunter Kelly","charlotte-49ers","CHARLOTTE","78","C",328,40.5,NA,NA,5,60
"449",2020,"Tarik Adams","marshall-thundering-herd","MARSHALL","71","T",247,79.8,NA,NA,NA,NA
"450",2020,"Jake Jones","florida-atlantic-owls","FAU","71","C",3,60,NA,NA,NA,NA
"451",2020,"Henry Hattis","arizona-state-sun-devils","ARIZONA ST","70","G",117,43.9,NA,NA,11,62.2
"452",2020,"Andrew Parchment","kansas-jayhawks","KANSAS","04","WR",497,54.6,NA,NA,10,60.6
"453",2020,"Jacob Huesman","appalachian-state-mountaineers","APP STATE","07","QB",38,72.5,NA,NA,NA,NA
"454",2020,"Bryce Hargrove","pittsburgh-panthers","PITTSBURGH","71","G",725,67,NA,NA,58,60.1
"455",2020,"Sean Foster","iowa-state-cyclones","IOWA STATE","75","T",686,58.1,NA,NA,60,65.6
"456",2020,"Dylan Tonkery","west-virginia-mountaineers","W VIRGINIA","D10","ED",1,60,227,53.8,122,69.5
"457",2020,"Devaughn Cooper","utep-miners","UTEP","01","WR",220,59.8,NA,NA,NA,NA
"458",2020,"Ryan McCollum","texas-am-aggies","TEXAS A&M","77","C",547,67.7,NA,NA,NA,NA
"459",2020,"Robert Kraeling","duke-blue-devils","DUKE","77","G",21,66.4,NA,NA,43,64.9
"460",2020,"Jack Sorenson","miami-oh-redhawks","MIAMI OH","13","WR",129,79.3,NA,NA,9,59.9
"461",2020,"Jalen Virgil","appalachian-state-mountaineers","APP STATE","11","WR",281,65.2,NA,NA,9,60.1
"462",2020,"Gorel Soumare","austin-peay-governors","AUSTINPEAY","10","WR",19,50.5,NA,NA,8,60
"463",2020,"Mason Donaldson","campbell-fighting-camels","CAMPBELL","21","WR",43,60.5,NA,NA,1,NA
"464",2020,"Eric Collins","north-carolina-state-wolfpack","NC STATE","12","WR",1,60,NA,NA,NA,NA
"465",2020,"Garrett Walston","north-carolina-tar-heels","N CAROLINA","84","TE",570,63.6,NA,NA,113,59.1
"466",2020,"Denzel Okafor","texas-longhorns","TEXAS","78","G",662,66,NA,NA,69,65.2
"467",2020,"Calif Gossett","louisiana-ragin-cajuns","LA LAFAYET","11","WR",114,66.2,NA,NA,NA,NA
"468",2020,"Mitchell Brinkman","usf-bulls","USF","89","TE",401,51.5,NA,NA,50,59.6
"469",2020,"Luke Fortner","kentucky-wildcats","KENTUCKY","65","G",476,72.8,NA,NA,NA,NA
"470",2020,"Donald Stewart","wake-forest-demon-deacons","WAKE","02","WR",94,63.2,NA,NA,25,62.6
"471",2020,"Javonis Isaac","arkansas-state-red-wolves","ARK STATE","81","TE",3,60,NA,NA,108,66
"472",2020,"Jordan Nathan","utah-state-aggies","UTAH ST","16","WR",169,51.6,NA,NA,19,60.7
"473",2020,"Brett Bell","ucf-knights","UCF","71","G",41,87.7,NA,NA,NA,NA
"474",2020,"CJ Windham","middle-tennessee-blue-raiders","MIDDLE TN","81","WR",360,66.7,NA,NA,10,59.5
"475",2020,"Jack Stoll","nebraska-cornhuskers","NEBRASKA","86","TE",49,68,NA,NA,NA,NA
"476",2020,"Matlin Marshall","georgia-state-panthers","GA STATE","80","WR",143,57.7,NA,NA,49,62.1
"477",2020,"Renard Bell","washington-state-cougars","WASH STATE","09","WR",195,75.2,NA,NA,3,60
"478",2020,"Jahcour Pearson","western-kentucky-hilltoppers","W KENTUCKY","07","WR",88,58,NA,NA,NA,NA
"479",2020,"Justin Rigg","kentucky-wildcats","KENTUCKY","83","TE",351,71.7,NA,NA,63,62.4
"480",2020,"T.J. Vasher","texas-tech-red-raiders","TEXAS TECH","09","WR",287,60.7,1,60,39,65.7
"481",2020,"Tobias Enlow","central-arkansas-bears","CENT ARK","08","WR",20,69.6,1,60,33,54
"482",2020,"Randle Jones","temple-owls","TEMPLE","00","WR",241,67.3,NA,NA,23,61.2
"483",2020,"Cee Jay Powell","louisiana-tech-bulldogs","LA TECH","00","WR",250,62.5,NA,NA,57,69.8
"484",2020,"Jordan Chin","washington-huskies","WASHINGTON","82","WR",47,49.4,NA,NA,NA,NA
"485",2020,"Brandon Bowling","arkansas-state-red-wolves","ARK STATE","16","WR",656,59.3,NA,NA,87,60.6
"486",2020,"Isaac Lutz","penn-state-nittany-lions","PENN STATE","85","WR",67,66.8,NA,NA,103,69.8
"487",2020,"Bruno Labelle","cincinnati-bearcats","CINCINNATI","87","TE",203,75.4,NA,NA,35,62.4
"488",2020,"Nolan Givan","san-diego-state-aztecs","S DIEGO ST","85","TE",248,47.5,NA,NA,92,40.1
"489",2020,"Brett Borske","western-michigan-broncos","W MICHIGAN","89","TE",237,65.6,NA,NA,39,65.2
"490",2020,"Adrian Hardy","louisiana-tech-bulldogs","LA TECH","06","WR",416,70.9,NA,NA,NA,NA
"491",2020,"Trey Ragas","louisiana-ragin-cajuns","LA LAFAYET","09","HB",233,87.7,NA,NA,14,59.9
"492",2020,"Damon Hazelton","missouri-tigers","MISSOURI","07","WR",202,74.7,NA,NA,1,NA
"493",2020,"Kenny Yeboah","mississippi-rebels","OLE MISS","84","TE",629,62.1,NA,NA,61,63
"494",2020,"Logan Carter","oklahoma-state-cowboys","OKLA STATE","87","TE",403,69.1,NA,NA,148,65.2
"495",2020,"Divine Deablo","virginia-tech-hokies","VA TECH","D17","S",1,60,575,78.7,110,62.7
